"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"02176099999","2003-03-11T16:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","32","34","","","","","93","","","","18.64","","180","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  11151 02176 35980 /1806 10011 20001;","","","","","","","","","",""
"02176099999","2003-03-11T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","32","","","","","97","OVC:08 79","","","8.08","","190","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  11181 02176 35963 /1908 10000 21004 333 10018 21029 88/58;","","","","","","","","","",""
"02176099999","2003-03-11T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","32","","","","","93","BKN:05 8","","","14.91","","350","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  11211 02176 27374 /3506 11001 21011 72487 333 69905 85/08 87/44;","","","","","","","","","",""
"02176099999","2003-03-12T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","29","30","0.02","|SN |","","","97","SCT:03 5 BKN:05 7 BKN:07 9","","","0.43","","320","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  12001 02176 07307 /3206 11013 21017 69951 77287 333 69955 83/05 85/07 87/09 88/13;","","","","","","","","","",""
"02176099999","2003-03-12T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","24","27","","","","","88","","","","31.07","","310","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN048AAXX  12031 02176 37999 /3104 11027 21044 70070;","","","","","","","","","",""
"02176099999","2003-03-12T07:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","16","23","","","","","74","","","","31.07","","290","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  12061 02176 17999 /2904 11048 21087 69962 70070 333 10005 21052 70006;","","","","","","","","","",""
"02176099999","2003-03-12T10:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","15","30","","","","","55","","","","14.29","","320","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  12091 02176 35973 /3209 11012 21093;","","","","","","","","","",""
"02176099999","2003-03-12T13:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","14","32","","","","","46","","","","27.96","","320","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  12121 02176 35983 /3208 10001 21102;","","","","","","","","","",""
"02176099999","2003-03-12T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","9","29","","","","","43","","","","31.07","","310","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  12181 02176 35999 /3104 11016 21126 333 10009 21048;","","","","","","","","","",""
"02176099999","2003-03-12T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","12","29","","","","","48","FEW:01 59","","","31.07","","260","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  12211 02176 35799 /2603 11014 21112 333 81/56 88/58;","","","","","","","","","",""
"02176099999","2003-03-13T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","18","26","","","","","71","FEW:01 49","","","31.07","","220","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  13001 02176 35799 /2203 11034 21079 333 81/50 85/56;","","","","","","","","","",""
"02176099999","2003-03-13T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","16","20","","","","","85","","","","31.07","","210","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  13031 02176 35999 /2105 11066 21087;","","","","","","","","","",""
"02176099999","2003-03-13T07:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","23","27","","","","","83","BKN:05 59","","","31.07","","190","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  13061 02176 35899 /1907 11027 21052 333 11011 21067 70000 85/56 88/59;","","","","","","","","","",""
"02176099999","2003-03-13T10:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","28","33","","","","","82","","","","21.75","","210","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  13091 02176 35981 /2107 10006 21022;","","","","","","","","","",""
"02176099999","2003-03-13T13:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","37","","","","","80","","","","21.75","","180","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  13121 02176 35981 /1808 10026 21005;","","","","","","","","","",""
"02176099999","2003-03-13T16:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","32","44","","","","","63","","","","24.85","","240","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  13151 02176 35982 /2406 10064 21001;","","","","","","","","","",""
"02176099999","2003-03-13T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","32","43","","","","","64","","","","31.07","","240","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  13181 02176 35999 /2406 10062 21001 333 10083 21027;","","","","","","","","","",""
"02176099999","2003-03-13T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","38","","","","","77","","","","31.07","","220","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  13211 02176 35999 /2202 10031 21005;","","","","","","","","","",""
"02176099999","2003-03-14T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","42","","","","","66","","","","31.07","","250","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  14001 02176 35999 /2503 10054 21006;","","","","","","","","","",""
"02176099999","2003-03-14T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","40","","","","","69","","","","31.07","","230","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  14031 02176 35999 /2305 10047 21005;","","","","","","","","","",""
"02176099999","2003-03-14T07:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","41","","","","","64","","","","31.07","","250","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  14061 02176 35999 /2507 10051 21012 333 10067 20015 70000;","","","","","","","","","",""
"02176099999","2003-03-14T10:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","43","","","","","63","","","","31.07","","250","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  14091 02176 35999 /2508 10062 21005;","","","","","","","","","",""
"02176099999","2003-03-14T13:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","45","","","","","57","","","","27.96","","240","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  14121 02176 35983 /2407 10071 21009;","","","","","","","","","",""
"02176099999","2003-03-14T16:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","32","36","","","","","86","","","","31.07","","210","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  14151 02176 35/99 /2106 10021 21001;","","","","","","","","","",""
"02176099999","2003-03-14T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","42","","","","","65","","","","31.07","","240","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  14181 02176 35999 /2406 10053 21008 333 10077 20016;","","","","","","","","","",""
"02176099999","2003-03-14T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","24","41","","","","","50","","","","31.07","","290","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  14211 02176 35999 /2907 10051 21047;","","","","","","","","","",""
"02176099999","2003-03-15T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","22","39","","","","","50","","","","24.85","","300","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  15001 02176 35982 /3007 10038 21057;","","","","","","","","","",""
"02176099999","2003-03-15T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","16","35","","","","","47","","","","31.07","","310","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  15031 02176 35999 /3104 10014 21089;","","","","","","","","","",""
"02176099999","2003-03-15T07:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","16","31","","","","","55","","","","21.75","","260","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  15061 02176 35981 /2603 11007 21088 333 10063 21021 70000;","","","","","","","","","",""
"02176099999","2003-03-15T10:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","22","32","","","","","65","","","","13.67","","220","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  15091 02176 35/72 /2205 10001 21057;","","","","","","","","","",""
"02176099999","2003-03-15T16:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","20","41","","","","","43","","","","27.96","","250","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  15151 02176 35983 /2506 10052 21064;","","","","","","","","","",""
"02176099999","2003-03-15T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","20","40","","","","","45","","","","27.96","","280","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  15181 02176 35983 /2804 10044 21067 333 10058 21019;","","","","","","","","","",""
"02176099999","2003-03-15T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","24","39","","","","","55","","","","31.07","","280","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  15211 02176 35999 /2805 10038 21046;","","","","","","","","","",""
"02176099999","2003-03-16T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","28","39","","","","","65","","","","31.07","","290","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  16001 02176 35999 /2903 10038 21022;","","","","","","","","","",""
"02176099999","2003-03-16T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","27","30","","","","","89","","","","31.07","","220","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  16031 02176 35/99 /2202 11013 21029;","","","","","","","","","",""
"02176099999","2003-03-16T07:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","29","30","","","","","94","OVC:08 79","","","31.07","","230","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  16061 02176 35999 /2302 11009 21018 333 10045 21021 70000 88/58;","","","","","","","","","",""
"02176099999","2003-03-16T10:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","31","40","","","","","72","FEW:01 49","","","27.96","","240","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  16091 02176 35883 /2405 10042 21004 333 81/50 83/57;","","","","","","","","","",""
"02176099999","2003-03-16T13:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","42","","","","","62","SCT:03 69","","","31.07","","230","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN052AAXX  16121 02176 35899 /2306 10058 21011 333 83/57;","","","","","","","","","",""
"02176099999","2003-03-16T16:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","33","41","","","","","72","BKN:05 48","","","31.07","","270","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  16151 02176 35799 /2706 10052 20006 333 85/49 87/57;","","","","","","","","","",""
"02176099999","2003-03-16T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","33","38","","","","","82","BKN:05 69","","","31.07","","250","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  16181 02176 17899 /2503 10033 20004 69902 70060 333 10062 21009 85/57;","","","","","","","","","",""
"02176099999","2003-03-16T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","38","","","","","72","","","","31.07","","290","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  16211 02176 35999 /2904 10035 21011;","","","","","","","","","",""
"02176099999","2003-03-17T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","29","36","","","","","75","","","","31.07","","290","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  17001 02176 35999 /2905 10025 21016;","","","","","","","","","",""
"02176099999","2003-03-17T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","29","38","","","","","71","","","","31.07","","280","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  17031 02176 35999 /2805 10032 21017;","","","","","","","","","",""
"02176099999","2003-03-17T07:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","29","34","","","","","81","","","","31.07","","230","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  17061 02176 35999 /2302 10011 21018 333 10044 20007 70000;","","","","","","","","","",""
"02176099999","2003-03-17T10:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","45","","","","","54","","","","27.96","","290","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  17091 02176 35983 /2905 10075 21012;","","","","","","","","","",""
"02176099999","2003-03-17T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","27","34","","","","","74","","","","18.02","","070","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  17181 02176 35979 /0703 10011 21030 333 10092 21002;","","","","","","","","","",""
"02176099999","2003-03-17T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","24","34","","","","","68","","","","24.85","","240","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  17211 02176 35982 /2402 10009 21044;","","","","","","","","","",""
"02176099999","2003-03-18T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","27","33","","","","","79","FEW:01 108","","","18.64","","220","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN052AAXX  18001 02176 35980 /2205 10006 21026 333 81/61;","","","","","","","","","",""
"02176099999","2003-03-18T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","33","41","","","","","74","","","","31.07","","270","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  18031 02176 35999 /2704 10049 20006;","","","","","","","","","",""
"02176099999","2003-03-18T10:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","47","","","","","51","","","","27.96","","290","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  18091 02176 35983 /2905 10086 21012;","","","","","","","","","",""
"02176099999","2003-03-18T13:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","29","49","","","","","46","","","","24.85","","280","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  18121 02176 35982 /2806 10097 21014;","","","","","","","","","",""
"02176099999","2003-03-18T16:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","47","","","","","50","","","","31.07","","260","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  18151 02176 35999 /2608 10086 21013;","","","","","","","","","",""
"02176099999","2003-03-18T19:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","30","44","","","","","59","","","","31.07","","270","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  18181 02176 35999 /2708 10065 21011 333 10101 20055;","","","","","","","","","",""
"02176099999","2003-03-18T22:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","32","41","","","","","70","BKN:07 79","","","31.07","","270","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN052AAXX  18211 02176 35999 /2705 10052 20002 333 87/58;","","","","","","","","","",""
"02176099999","2003-03-19T01:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","24","40","","","","","54","","","","27.96","","280","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  1901  02176 35983 /2805 10045 21042;","","","","","","","","","",""
"02176099999","2003-03-19T04:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","20","38","","","","","49","","","","21.75","","290","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN042AAXX  19031 02176 35981 /2907 10032 21065;","","","","","","","","","",""
"02176099999","2003-03-19T07:00:00","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","FM-12","4","","18","35","","","","","49","","","","18.64","","290","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  19061 02176 35980 /2904 10018 21078 333 10066 20017 70000;","","","","","","","","","",""
